,index,text,label
240,1387,prabowo prescon saya bangga tadi mas gibran sudah menunjukkan kapasitasnya dan pengetahuannya di bidang ekonomi tadi debatnya tentang lingkungan hidup energi agraria pangan dan desa pak bukan ekonomi,Ekonomi
241,1440,prabowo prescon saya bangga tadi mas gibran sudah menunjukkan kapasitasnya dan pengetahuannya di bidang ekonomi tadi debatnya tentang lingkungan hidup energi agraria pangan dan desa pak bukan ekonomi,Ekonomi
242,2192,prabowo prescon saya bangga tadi mas gibran sudah menunjukkan kapasitasnya dan pengetahuannya di bidang ekonomi tadi debatnya tentang lingkungan hidup energi agraria pangan dan desa pak bukan ekonomi,Ekonomi
243,2438,prabowo prescon saya bangga tadi mas gibran sudah menunjukkan kapasitasnya dan pengetahuannya di bidang ekonomi tadi debatnya tentang lingkungan hidup energi agraria pangan dan desa pak bukan ekonomi,Ekonomi
244,2453,prabowo prescon saya bangga tadi mas gibran sudah menunjukkan kapasitasnya dan pengetahuannya di bidang ekonomi tadi debatnya tentang lingkungan hidup energi agraria pangan dan desa pak bukan ekonomi,Ekonomi
245,3083,prabowo prescon saya bangga tadi mas gibran sudah menunjukkan kapasitasnya dan pengetahuannya di bidang ekonomi tadi debatnya tentang lingkungan hidup energi agraria pangan dan desa pak bukan ekonomi,Ekonomi
246,3580,prabowo prescon saya bangga tadi mas gibran sudah menunjukkan kapasitasnya dan pengetahuannya di bidang ekonomi tadi debatnya tentang lingkungan hidup energi agraria pangan dan desa pak bukan ekonomi,Ekonomi
247,3852,prabowo prescon saya bangga tadi mas gibran sudah menunjukkan kapasitasnya dan pengetahuannya di bidang ekonomi tadi debatnya tentang lingkungan hidup energi agraria pangan dan desa pak bukan ekonomi,Ekonomi
248,4895,prabowo prescon saya bangga tadi mas gibran sudah menunjukkan kapasitasnya dan pengetahuannya di bidang ekonomi tadi debatnya tentang lingkungan hidup energi agraria pangan dan desa pak bukan ekonomi,Ekonomi
249,4910,prabowo prescon saya bangga tadi mas gibran sudah menunjukkan kapasitasnya dan pengetahuannya di bidang ekonomi tadi debatnya tentang lingkungan hidup energi agraria pangan dan desa pak bukan ekonomi,Ekonomi
250,2257,statemen anies ini apa kurang eksplisit menjawab poin nomor republik ini dilahirkan tidak untuk mayoritas dan tidak untuk minoritas republik ini dilahirkan tidak untuk melindungi minoritas dan tidak untuk melindungi mayoritas republik ini dilahirkan untuk setiap anak bangsa,Ideologi
251,4098,statemen anies ini apa kurang eksplisit menjawab poin nomor republik ini dilahirkan tidak untuk mayoritas dan tidak untuk minoritas republik ini dilahirkan tidak untuk melindungi minoritas dan tidak untuk melindungi mayoritas republik ini dilahirkan untuk setiap anak bangsa,Ideologi
252,199,desak anies ambon di pinggir pantai baby indah beach terasa spesial banyak aspirasi yang muncul tentang bagaimana menghidupkan wilayah timur indonesia dengan berbagai potensinya,Sosial Budaya
253,2130,desak anies ambon di pinggir pantai baby indah beach terasa spesial banyak aspirasi yang muncul tentang bagaimana menghidupkan wilayah timur indonesia dengan berbagai potensinya,Sosial Budaya
254,1866,capres ganjar pranowo berjanji akan menjaga konstitusi atau aturan dasar negara kita dari yang ingin melanggarnya#jnk #ganjarmahfudrebound #ganjarpranowopilihanumat,Ideologi
255,2095,capres ganjar pranowo berjanji akan menjaga konstitusi atau aturan dasar negara kita dari yang ingin melanggarnya#jnk #ganjarmahfudrebound #ganjarpranowopilihanumat,Ideologi
256,488,bu connie mempermasalahkan pt tmi kemudian ditawari proyek kemhan apakah ini yang dimaksud pak prabowo sebagai rahasia negara yg dibicarakan secara tertutup jangan marah ya ini sekadar bertanya,Pertahanan dan Keamanan
257,2673,bu connie mempermasalahkan pt tmi kemudian ditawari proyek kemhan apakah ini yang dimaksud pak prabowo sebagai rahasia negara yg dibicarakan secara tertutup jangan marah ya ini sekadar bertanya,Pertahanan dan Keamanan
258,3291,bu connie mempermasalahkan pt tmi kemudian ditawari proyek kemhan apakah ini yang dimaksud pak prabowo sebagai rahasia negara yg dibicarakan secara tertutup jangan marah ya ini sekadar bertanya,Pertahanan dan Keamanan
259,3588,bu connie mempermasalahkan pt tmi kemudian ditawari proyek kemhan apakah ini yang dimaksud pak prabowo sebagai rahasia negara yg dibicarakan secara tertutup jangan marah ya ini sekadar bertanya,Pertahanan dan Keamanan
260,4142,bu connie mempermasalahkan pt tmi kemudian ditawari proyek kemhan apakah ini yang dimaksud pak prabowo sebagai rahasia negara yg dibicarakan secara tertutup jangan marah ya ini sekadar bertanya,Pertahanan dan Keamanan
261,4773,bu connie mempermasalahkan pt tmi kemudian ditawari proyek kemhan apakah ini yang dimaksud pak prabowo sebagai rahasia negara yg dibicarakan secara tertutup jangan marah ya ini sekadar bertanya,Pertahanan dan Keamanan
262,4875,bu connie mempermasalahkan pt tmi kemudian ditawari proyek kemhan apakah ini yang dimaksud pak prabowo sebagai rahasia negara yg dibicarakan secara tertutup jangan marah ya ini sekadar bertanya,Pertahanan dan Keamanan
263,3708,jogetjoget bisa menyenangkan tapi pemuda juga perlu programprogram yang memberikan solusi nyataseperti program dari ganjar pranowo #ganjarmahfudrebound #ganjarpranowopilihanumat #jnk,Politik
264,4131,jogetjoget bisa menyenangkan tapi pemuda juga perlu programprogram yang memberikan solusi nyataseperti program dari ganjar pranowo #ganjarmahfudrebound #ganjarpranowopilihanumat #jnk,Politik
265,972,merakyat bukanlah sekadar kata kata kosong bagi ganjar mahfud melainkan cara hidup mereka mereka sering menghabiskan waktu untuk berbicara dengan masyarakat mendengarkan permasalahan mereka dan mencari solu,Sosial Budaya
266,3418,merakyat bukanlah sekadar kata kata kosong bagi ganjar mahfud melainkan cara hidup mereka mereka sering menghabiskan waktu untuk berbicara dengan masyarakat mendengarkan permasalahan mereka dan mencari solu,Sosial Budaya
267,4213,merakyat bukanlah sekadar kata kata kosong bagi ganjar mahfud melainkan cara hidup mereka mereka sering menghabiskan waktu untuk berbicara dengan masyarakat mendengarkan permasalahan mereka dan mencari solu,Sosial Budaya
268,4884,merakyat bukanlah sekadar kata kata kosong bagi ganjar mahfud melainkan cara hidup mereka mereka sering menghabiskan waktu untuk berbicara dengan masyarakat mendengarkan permasalahan mereka dan mencari solu,Sosial Budaya
269,735,point kasus sara di jakarta terjadi karena ulah ahok sebagai mayoritas ummat islam gak pernah memusuhi ummat agama lain point apa hak anda menilai agama lain radikal point berbagai tokoh agama memberikan apresiasi kepada gubernur dki jakarta anies baswedan bukti gak ada diskriminasi point mengucapkan selamat natal haram hukumnya dalam agama islam makanya ummat islam selalu mengucapkan selamat merayakan hari natal point apa yang dimaksudkan dengan kelompok yang menakutkan kerusuhan bukan disebabkan oleh ormas islam kesimpulan melihat tuntutan yang anda ajukan saya menyimpulkan anda adalah orang yang intoleran gak bisa menerima perbedaan,Ideologi
270,1365,point kasus sara di jakarta terjadi karena ulah ahok sebagai mayoritas ummat islam gak pernah memusuhi ummat agama lain point apa hak anda menilai agama lain radikal point berbagai tokoh agama memberikan apresiasi kepada gubernur dki jakarta anies baswedan bukti gak ada diskriminasi point mengucapkan selamat natal haram hukumnya dalam agama islam makanya ummat islam selalu mengucapkan selamat merayakan hari natal point apa yang dimaksudkan dengan kelompok yang menakutkan kerusuhan bukan disebabkan oleh ormas islam kesimpulan melihat tuntutan yang anda ajukan saya menyimpulkan anda adalah orang yang intoleran gak bisa menerima perbedaan,Ideologi
271,2156,point kasus sara di jakarta terjadi karena ulah ahok sebagai mayoritas ummat islam gak pernah memusuhi ummat agama lain point apa hak anda menilai agama lain radikal point berbagai tokoh agama memberikan apresiasi kepada gubernur dki jakarta anies baswedan bukti gak ada diskriminasi point mengucapkan selamat natal haram hukumnya dalam agama islam makanya ummat islam selalu mengucapkan selamat merayakan hari natal point apa yang dimaksudkan dengan kelompok yang menakutkan kerusuhan bukan disebabkan oleh ormas islam kesimpulan melihat tuntutan yang anda ajukan saya menyimpulkan anda adalah orang yang intoleran gak bisa menerima perbedaan,Ideologi
272,2314,point kasus sara di jakarta terjadi karena ulah ahok sebagai mayoritas ummat islam gak pernah memusuhi ummat agama lain point apa hak anda menilai agama lain radikal point berbagai tokoh agama memberikan apresiasi kepada gubernur dki jakarta anies baswedan bukti gak ada diskriminasi point mengucapkan selamat natal haram hukumnya dalam agama islam makanya ummat islam selalu mengucapkan selamat merayakan hari natal point apa yang dimaksudkan dengan kelompok yang menakutkan kerusuhan bukan disebabkan oleh ormas islam kesimpulan melihat tuntutan yang anda ajukan saya menyimpulkan anda adalah orang yang intoleran gak bisa menerima perbedaan,Ideologi
273,4260,point kasus sara di jakarta terjadi karena ulah ahok sebagai mayoritas ummat islam gak pernah memusuhi ummat agama lain point apa hak anda menilai agama lain radikal point berbagai tokoh agama memberikan apresiasi kepada gubernur dki jakarta anies baswedan bukti gak ada diskriminasi point mengucapkan selamat natal haram hukumnya dalam agama islam makanya ummat islam selalu mengucapkan selamat merayakan hari natal point apa yang dimaksudkan dengan kelompok yang menakutkan kerusuhan bukan disebabkan oleh ormas islam kesimpulan melihat tuntutan yang anda ajukan saya menyimpulkan anda adalah orang yang intoleran gak bisa menerima perbedaan,Ideologi
274,195,apa yg prabowo blg tentang gaza cuma tunjukin dia tuh tone deaf and its really disgusting dia ga peduli tentang genosida samsek masa sih dia lupa kalau palestine under occupation selama thn lebih military checkpoints illegal settlements dll kacau deh,Sosial Budaya
275,1599,apa yg prabowo blg tentang gaza cuma tunjukin dia tuh tone deaf and its really disgusting dia ga peduli tentang genosida samsek masa sih dia lupa kalau palestine under occupation selama thn lebih military checkpoints illegal settlements dll kacau deh,Sosial Budaya
276,2212,apa yg prabowo blg tentang gaza cuma tunjukin dia tuh tone deaf and its really disgusting dia ga peduli tentang genosida samsek masa sih dia lupa kalau palestine under occupation selama thn lebih military checkpoints illegal settlements dll kacau deh,Sosial Budaya
277,1237,pupuk yang lebih melimpah hasil pertanian yang lebih baik pasangan capres cawapres ganjar pranowo mahfud md siap meningkatkan kuota pupuk untuk para petani kita #ganjarmahfudrebound #ganjarpranowopilihanumat #jnk,Ekonomi
278,1462,pupuk yang lebih melimpah hasil pertanian yang lebih baik pasangan capres cawapres ganjar pranowo mahfud md siap meningkatkan kuota pupuk untuk para petani kita #ganjarmahfudrebound #ganjarpranowopilihanumat #jnk,Ekonomi
279,4031,pupuk yang lebih melimpah hasil pertanian yang lebih baik pasangan capres cawapres ganjar pranowo mahfud md siap meningkatkan kuota pupuk untuk para petani kita #ganjarmahfudrebound #ganjarpranowopilihanumat #jnk,Ekonomi
280,291,salut dengan temanteman ubah bareng yang sigap berpindah lokasi dalam waktu satu malam demi mewujudkan terlaksananya desak anies edisi pendidikan di yogyakarta dan kami bangga dengan temanteman yang hadir di desak anies mereka adalah anakanak muda yang memiliki semangat perubahan antusias berdiskusi soal pendidikan untuk perubahan indonesia ke depan adalagi yang mau undang kami untuk mewujudkan kebebasan berbicara #aminajadulu #desakanies #yogyakarta #jogja,Sosial Budaya
281,2260,salut dengan temanteman ubah bareng yang sigap berpindah lokasi dalam waktu satu malam demi mewujudkan terlaksananya desak anies edisi pendidikan di yogyakarta dan kami bangga dengan temanteman yang hadir di desak anies mereka adalah anakanak muda yang memiliki semangat perubahan antusias berdiskusi soal pendidikan untuk perubahan indonesia ke depan adalagi yang mau undang kami untuk mewujudkan kebebasan berbicara #aminajadulu #desakanies #yogyakarta #jogja,Sosial Budaya
282,2482,yth pak ramai berita menyoroti tentang kekurangan rumah bagi anggota tni jika bapak berkenan saya bisa kirim dokumen riset dan fs tentang rumah susun pancasila rumah susun yang mencerminkan kerukunan keberagaman ekonomi mandiri pendidikan dan juga pertahanan keamanan dengan pendekatan sosial kemasyarakatan rumah susun yang idealnya dibangun di wilayah wilayah perbatasan dengan komposisi penghuni yang terdiri dari tni polri tokoh agama guru incoming property with integrated farming yang dipadukan dengan unsur pertahanan dan keamanan,Sumber Daya Alam
283,3159,yth pak ramai berita menyoroti tentang kekurangan rumah bagi anggota tni jika bapak berkenan saya bisa kirim dokumen riset dan fs tentang rumah susun pancasila rumah susun yang mencerminkan kerukunan keberagaman ekonomi mandiri pendidikan dan juga pertahanan keamanan dengan pendekatan sosial kemasyarakatan rumah susun yang idealnya dibangun di wilayah wilayah perbatasan dengan komposisi penghuni yang terdiri dari tni polri tokoh agama guru incoming property with integrated farming yang dipadukan dengan unsur pertahanan dan keamanan,Sumber Daya Alam
284,3241,yth pak ramai berita menyoroti tentang kekurangan rumah bagi anggota tni jika bapak berkenan saya bisa kirim dokumen riset dan fs tentang rumah susun pancasila rumah susun yang mencerminkan kerukunan keberagaman ekonomi mandiri pendidikan dan juga pertahanan keamanan dengan pendekatan sosial kemasyarakatan rumah susun yang idealnya dibangun di wilayah wilayah perbatasan dengan komposisi penghuni yang terdiri dari tni polri tokoh agama guru incoming property with integrated farming yang dipadukan dengan unsur pertahanan dan keamanan,Sumber Daya Alam
285,3896,yth pak ramai berita menyoroti tentang kekurangan rumah bagi anggota tni jika bapak berkenan saya bisa kirim dokumen riset dan fs tentang rumah susun pancasila rumah susun yang mencerminkan kerukunan keberagaman ekonomi mandiri pendidikan dan juga pertahanan keamanan dengan pendekatan sosial kemasyarakatan rumah susun yang idealnya dibangun di wilayah wilayah perbatasan dengan komposisi penghuni yang terdiri dari tni polri tokoh agama guru incoming property with integrated farming yang dipadukan dengan unsur pertahanan dan keamanan,Sumber Daya Alam
286,156,al fatihah buat alm lambang babar purnomo alumnus arkeologi ugm yang diduga dibunuh saat jadi saksi kasus pencurian dan pemalsuan arca museum radya pustaka yang melibatkan hashim djojohadikusumo adik prabowo,Pertahanan dan Keamanan
287,234,al fatihah buat alm lambang babar purnomo alumnus arkeologi ugm yang diduga dibunuh saat jadi saksi kasus pencurian dan pemalsuan arca museum radya pustaka yang melibatkan hashim djojohadikusumo adik prabowo,Pertahanan dan Keamanan
288,1782,al fatihah buat alm lambang babar purnomo alumnus arkeologi ugm yang diduga dibunuh saat jadi saksi kasus pencurian dan pemalsuan arca museum radya pustaka yang melibatkan hashim djojohadikusumo adik prabowo,Pertahanan dan Keamanan
289,183,anies salah lagi lebih tentara tdk pny rumah yang benar lebih dari jt cyber attack yang benar,Pertahanan dan Keamanan
290,2036,anies salah lagi lebih tentara tdk pny rumah yang benar lebih dari jt cyber attack yang benar,Pertahanan dan Keamanan
291,2158,anies salah lagi lebih tentara tdk pny rumah yang benar lebih dari jt cyber attack yang benar,Pertahanan dan Keamanan
292,2836,anies salah lagi lebih tentara tdk pny rumah yang benar lebih dari jt cyber attack yang benar,Pertahanan dan Keamanan
293,495,anies pilih atasi stunting pakai ikan bukan susu mudah didapat harga murah kata anies kalau pakai susu cuma pabrik susu yang hidup karena proyek itu #newsupdate #update #news #text,Sosial Budaya
294,1032,anies pilih atasi stunting pakai ikan bukan susu mudah didapat harga murah kata anies kalau pakai susu cuma pabrik susu yang hidup karena proyek itu #newsupdate #update #news #text,Sosial Budaya
295,1577,anies pilih atasi stunting pakai ikan bukan susu mudah didapat harga murah kata anies kalau pakai susu cuma pabrik susu yang hidup karena proyek itu #newsupdate #update #news #text,Sosial Budaya
296,1590,anies pilih atasi stunting pakai ikan bukan susu mudah didapat harga murah kata anies kalau pakai susu cuma pabrik susu yang hidup karena proyek itu #newsupdate #update #news #text,Sosial Budaya
297,3279,anies pilih atasi stunting pakai ikan bukan susu mudah didapat harga murah kata anies kalau pakai susu cuma pabrik susu yang hidup karena proyek itu #newsupdate #update #news #text,Sosial Budaya
298,3949,anies pilih atasi stunting pakai ikan bukan susu mudah didapat harga murah kata anies kalau pakai susu cuma pabrik susu yang hidup karena proyek itu #newsupdate #update #news #text,Sosial Budaya
299,4374,anies pilih atasi stunting pakai ikan bukan susu mudah didapat harga murah kata anies kalau pakai susu cuma pabrik susu yang hidup karena proyek itu #newsupdate #update #news #text,Sosial Budaya
300,1497,calon presiden ri no urut ganjar pranowo tidak akan mengizinkan pelanggaran konstitusi atau aturan dasar negara merusak fondasi negara kita#ganjarpranowopilihanumat,Ideologi
301,2739,calon presiden ri no urut ganjar pranowo tidak akan mengizinkan pelanggaran konstitusi atau aturan dasar negara merusak fondasi negara kita#ganjarpranowopilihanumat,Ideologi
302,2879,calon presiden ri no urut ganjar pranowo tidak akan mengizinkan pelanggaran konstitusi atau aturan dasar negara merusak fondasi negara kita#ganjarpranowopilihanumat,Ideologi
303,4044,calon presiden ri no urut ganjar pranowo tidak akan mengizinkan pelanggaran konstitusi atau aturan dasar negara merusak fondasi negara kita#ganjarpranowopilihanumat,Ideologi
304,785,melalui desak anies kelvin memberikan gambaran kepada kita secara real seberapa timpang pendidikan di jawa dan di kalimantan dari hal sesederhana mendapatkan akses untuk pelatihan kompetisi,Sosial Budaya
305,1753,melalui desak anies kelvin memberikan gambaran kepada kita secara real seberapa timpang pendidikan di jawa dan di kalimantan dari hal sesederhana mendapatkan akses untuk pelatihan kompetisi,Sosial Budaya
306,2199,tanggapan serius ganjar atas tindakan penganiayaan yang menimpa relawan ganjarmahfud di boyolali jawa tengah ganjar saya kira oknum tni yang aniaya mengerti aturan kalau tidak mengerti pecat saja #ganjarmahfud2024 #l3bihbaik,Pertahanan dan Keamanan
307,3171,tanggapan serius ganjar atas tindakan penganiayaan yang menimpa relawan ganjarmahfud di boyolali jawa tengah ganjar saya kira oknum tni yang aniaya mengerti aturan kalau tidak mengerti pecat saja #ganjarmahfud2024 #l3bihbaik,Pertahanan dan Keamanan
308,3526,tanggapan serius ganjar atas tindakan penganiayaan yang menimpa relawan ganjarmahfud di boyolali jawa tengah ganjar saya kira oknum tni yang aniaya mengerti aturan kalau tidak mengerti pecat saja #ganjarmahfud2024 #l3bihbaik,Pertahanan dan Keamanan
309,4058,tanggapan serius ganjar atas tindakan penganiayaan yang menimpa relawan ganjarmahfud di boyolali jawa tengah ganjar saya kira oknum tni yang aniaya mengerti aturan kalau tidak mengerti pecat saja #ganjarmahfud2024 #l3bihbaik,Pertahanan dan Keamanan
310,4811,tanggapan serius ganjar atas tindakan penganiayaan yang menimpa relawan ganjarmahfud di boyolali jawa tengah ganjar saya kira oknum tni yang aniaya mengerti aturan kalau tidak mengerti pecat saja #ganjarmahfud2024 #l3bihbaik,Pertahanan dan Keamanan
311,4900,tanggapan serius ganjar atas tindakan penganiayaan yang menimpa relawan ganjarmahfud di boyolali jawa tengah ganjar saya kira oknum tni yang aniaya mengerti aturan kalau tidak mengerti pecat saja #ganjarmahfud2024 #l3bihbaik,Pertahanan dan Keamanan
312,4994,tanggapan serius ganjar atas tindakan penganiayaan yang menimpa relawan ganjarmahfud di boyolali jawa tengah ganjar saya kira oknum tni yang aniaya mengerti aturan kalau tidak mengerti pecat saja #ganjarmahfud2024 #l3bihbaik,Pertahanan dan Keamanan
313,779,jawaban menohok abah soal kenapa orang kaya lebih mendukung paslon sebelah simak yuk desak anies di purwokerto,Politik
314,1671,jawaban menohok abah soal kenapa orang kaya lebih mendukung paslon sebelah simak yuk desak anies di purwokerto,Politik
315,3579,jawaban menohok abah soal kenapa orang kaya lebih mendukung paslon sebelah simak yuk desak anies di purwokerto,Politik
316,2536,ganjar pranowo prof mahfud md pemimpin yang berenergi dan siap berkontribusi positif untuk indonesia jnd #jnk #ganjarmahfudrebound #ganjarpranowopilihanumat,Politik
317,4540,ganjar pranowo prof mahfud md pemimpin yang berenergi dan siap berkontribusi positif untuk indonesia jnd #jnk #ganjarmahfudrebound #ganjarpranowopilihanumat,Politik
318,2563,bu kenapa masa jabatanya jadi mundur harusnya selesai tanggal desember jadi februari sebegininya ya demi kepentingan prabowogibran masyarakat mungkin pada tidak menggagas issu ini kan padahal penundaan masa jabatan melalui mk dan di kabulkan oleh mahkamah konstitusi ya allah lindungi bangsa ini dari orangorang yang serakah,Politik
319,3604,bu kenapa masa jabatanya jadi mundur harusnya selesai tanggal desember jadi februari sebegininya ya demi kepentingan prabowogibran masyarakat mungkin pada tidak menggagas issu ini kan padahal penundaan masa jabatan melalui mk dan di kabulkan oleh mahkamah konstitusi ya allah lindungi bangsa ini dari orangorang yang serakah,Politik
320,117,gibran klaim food estate singkong prabowo panen greenpeace kali ke lokasi tidak ada,Politik
321,958,gibran klaim food estate singkong prabowo panen greenpeace kali ke lokasi tidak ada,Politik
322,878,menjelang tengah malam ini aku mau ucapkan terima kasih yang banyak ke bapak prabowo awalnya aku mau apatis dan memutuskan untuk tidak terlalu mengikuti pembahasan pilpres kali ini bahkan aku merelakan periode selanjutnya untuk dipimpin prabowo sekadar menjadi pemilih bukan pendukung kan penasaran juga dengan kepemimpinan prabowo yang sudah berkalikali ikut pilpres jadi aku ingin memberikan suaraku sebagai bentuk dukungan dan membuka kesempatan untuk beliau memimpin negeri ini tapi itu sebelum ramai pembahasan pelanggaran etik mk mulai saat itu aku ketrigger dan mencari tahu semua informasi dan mendeklarasikan dalam sebuah tweet terserah pilih siapa asal bukan namun aku merenung sejenak dan akhirnya tergerak mencari tahu lebih banyak karena kupikir tak adil rasanya hanya berstatemen tapi tidak mencari tahu lebih dalam tentang pasangan calon lainnya karena aku tidak ingin golput di pilpres kali ini setelah mencari tahu dan menimbangnimbang nilainilai dan hakhak yang ingin kuperjuangkan lebih condong ke anies baswedan padahal sebelumnya aku tak pernah memperhitungkan anies baswedan sebab kupikir pilpres kali ini adalah pertarungan antara prabowo dan ganjar semakin kucari tahu lebih dalam semakin cocok aku dengan anies dan akhirnya kuputuskan untuk mendukungnya mendukung bukan sekadar pemilih dan kuputuskan untuk membicarakan anies di sosial media daripada harus menjelekjelekkan salah satu paslon jadi aku bukan pendukung anies garis keras aku adalah orang yang terganggu dan menentang pelanggaran etik yang kemudian tergerak mencari tahu sampai akhirnya condong ke salah satu paslon tertentu tapi makin ke sini salah satu paslon itu semakin meresahkan saja tindaktanduknya bahkan sampai terindikasi menggunakan kuasakuasa negara mulai dari presiden dan pejabatpejabat lainnya gatal aku berkomentar karena aku peduli dengan pilpres kali ini karena ketrigger dengan prilaku niretika dari salah satu paslon dan aku tak ingin mereka berkuasa jadi aku mau ucapkan terima kasih banyak ke bapak prabowo yang karenanyalah aku jadi seperti sekarang yang mencari tahu lebih banyak informasiinformasi yang berkaitan dengan pemilu yang akhirnya berani bersuara untuk menyuarakan pilihanku dan mengungkapkan ketidaksukaanku atas pelanggaranpelanggaran yang terjadi jadi sekali lagi aku bukan pendukung garis geras anies baswedan aku hadir karena tidak ingin paslon yang melakukan pelanggaran etik berkuasa di negeri ini selamat malam,Ideologi
323,1147,menjelang tengah malam ini aku mau ucapkan terima kasih yang banyak ke bapak prabowo awalnya aku mau apatis dan memutuskan untuk tidak terlalu mengikuti pembahasan pilpres kali ini bahkan aku merelakan periode selanjutnya untuk dipimpin prabowo sekadar menjadi pemilih bukan pendukung kan penasaran juga dengan kepemimpinan prabowo yang sudah berkalikali ikut pilpres jadi aku ingin memberikan suaraku sebagai bentuk dukungan dan membuka kesempatan untuk beliau memimpin negeri ini tapi itu sebelum ramai pembahasan pelanggaran etik mk mulai saat itu aku ketrigger dan mencari tahu semua informasi dan mendeklarasikan dalam sebuah tweet terserah pilih siapa asal bukan namun aku merenung sejenak dan akhirnya tergerak mencari tahu lebih banyak karena kupikir tak adil rasanya hanya berstatemen tapi tidak mencari tahu lebih dalam tentang pasangan calon lainnya karena aku tidak ingin golput di pilpres kali ini setelah mencari tahu dan menimbangnimbang nilainilai dan hakhak yang ingin kuperjuangkan lebih condong ke anies baswedan padahal sebelumnya aku tak pernah memperhitungkan anies baswedan sebab kupikir pilpres kali ini adalah pertarungan antara prabowo dan ganjar semakin kucari tahu lebih dalam semakin cocok aku dengan anies dan akhirnya kuputuskan untuk mendukungnya mendukung bukan sekadar pemilih dan kuputuskan untuk membicarakan anies di sosial media daripada harus menjelekjelekkan salah satu paslon jadi aku bukan pendukung anies garis keras aku adalah orang yang terganggu dan menentang pelanggaran etik yang kemudian tergerak mencari tahu sampai akhirnya condong ke salah satu paslon tertentu tapi makin ke sini salah satu paslon itu semakin meresahkan saja tindaktanduknya bahkan sampai terindikasi menggunakan kuasakuasa negara mulai dari presiden dan pejabatpejabat lainnya gatal aku berkomentar karena aku peduli dengan pilpres kali ini karena ketrigger dengan prilaku niretika dari salah satu paslon dan aku tak ingin mereka berkuasa jadi aku mau ucapkan terima kasih banyak ke bapak prabowo yang karenanyalah aku jadi seperti sekarang yang mencari tahu lebih banyak informasiinformasi yang berkaitan dengan pemilu yang akhirnya berani bersuara untuk menyuarakan pilihanku dan mengungkapkan ketidaksukaanku atas pelanggaranpelanggaran yang terjadi jadi sekali lagi aku bukan pendukung garis geras anies baswedan aku hadir karena tidak ingin paslon yang melakukan pelanggaran etik berkuasa di negeri ini selamat malam,Ideologi
324,2184,menjelang tengah malam ini aku mau ucapkan terima kasih yang banyak ke bapak prabowo awalnya aku mau apatis dan memutuskan untuk tidak terlalu mengikuti pembahasan pilpres kali ini bahkan aku merelakan periode selanjutnya untuk dipimpin prabowo sekadar menjadi pemilih bukan pendukung kan penasaran juga dengan kepemimpinan prabowo yang sudah berkalikali ikut pilpres jadi aku ingin memberikan suaraku sebagai bentuk dukungan dan membuka kesempatan untuk beliau memimpin negeri ini tapi itu sebelum ramai pembahasan pelanggaran etik mk mulai saat itu aku ketrigger dan mencari tahu semua informasi dan mendeklarasikan dalam sebuah tweet terserah pilih siapa asal bukan namun aku merenung sejenak dan akhirnya tergerak mencari tahu lebih banyak karena kupikir tak adil rasanya hanya berstatemen tapi tidak mencari tahu lebih dalam tentang pasangan calon lainnya karena aku tidak ingin golput di pilpres kali ini setelah mencari tahu dan menimbangnimbang nilainilai dan hakhak yang ingin kuperjuangkan lebih condong ke anies baswedan padahal sebelumnya aku tak pernah memperhitungkan anies baswedan sebab kupikir pilpres kali ini adalah pertarungan antara prabowo dan ganjar semakin kucari tahu lebih dalam semakin cocok aku dengan anies dan akhirnya kuputuskan untuk mendukungnya mendukung bukan sekadar pemilih dan kuputuskan untuk membicarakan anies di sosial media daripada harus menjelekjelekkan salah satu paslon jadi aku bukan pendukung anies garis keras aku adalah orang yang terganggu dan menentang pelanggaran etik yang kemudian tergerak mencari tahu sampai akhirnya condong ke salah satu paslon tertentu tapi makin ke sini salah satu paslon itu semakin meresahkan saja tindaktanduknya bahkan sampai terindikasi menggunakan kuasakuasa negara mulai dari presiden dan pejabatpejabat lainnya gatal aku berkomentar karena aku peduli dengan pilpres kali ini karena ketrigger dengan prilaku niretika dari salah satu paslon dan aku tak ingin mereka berkuasa jadi aku mau ucapkan terima kasih banyak ke bapak prabowo yang karenanyalah aku jadi seperti sekarang yang mencari tahu lebih banyak informasiinformasi yang berkaitan dengan pemilu yang akhirnya berani bersuara untuk menyuarakan pilihanku dan mengungkapkan ketidaksukaanku atas pelanggaranpelanggaran yang terjadi jadi sekali lagi aku bukan pendukung garis geras anies baswedan aku hadir karena tidak ingin paslon yang melakukan pelanggaran etik berkuasa di negeri ini selamat malam,Ideologi
