,text,label,text_uncleaned
1244,momen capresku jenguk relawan ganjarmahfud yang jadi korban penganiayaan oknum tni korban slamet andono bercerita kepada dirinya diseret dari jalan raya dan dibawa masuk ke markas batalyon kemudian di situ dipukuli oknum tni miris #ganjarmahfud2024,Pertahanan dan Keamanan,RT Momen Capresku jenguk relawan Ganjar-Mahfud yang jadi korban penganiayaan oknum TNI. Korban Slamet Andono bercerita kepada @G3hVFPjNHpcNJ4Xg9AZWRKB9oE6Sf/W2r4TqQhWp0ho= dirinya diseret dari jalan raya dan dibawa masuk ke markas batalyon 408 kemudian di situ dipukuli 5 oknum TNI. MIRIS! #GanjarMahfud2024 https://t.co/wK9XuBdLBr [RE denni_sauya]
1245,ganjar mnangkan debat secara elegan dalam debat semalam ganjar membuat lawan tak bekutik bukan dengan istilahistilah rumit atau singkatan aneh tapi dengan fakta ini menandakan ganjar betulbetul memahami berbagai persoalan bangsa dan siap memperbaikinya tengok saja di medsos banyak publik figur dari aktivis hingga komedian memberi applause untuk sosok rambut putih ini penampilan ganjar memang sangat memikat ia tenang apa yang dipaparkan pun soal gagasan dan inovasi berbeda kedua kandidat lain yang tampaknya sibuk dengan masalah pribadi mereka salah satu gagasan ganjar yang merebut perhatian saya adalah soal pengamanan siber untuk mencegah kejahatan siber ini sangat relevan tentu saja mengingat saat ini kita hidup dalam dunia internet sementara kasus kejahatan siber angkanya terus naik dari tahun ke tahun kejahatan siber misalnya pencurian data sangat mengkawatirkan ia bukan hanya bisa digunakan untuk doxing mempermalukan korban namun juga bisa digunakan untuk menipu hingga memeras belum lagi soal pengamanan intansi maupun lembaga negara yang kerap kebobolan gagasan ganjar soal ini pun jelas selain menguatkan badan siber dan sandi negara atau bssn ganjar juga menawarkan duta siber sehingga permasalahanpermasalahan itu bisa diminimlisir pada akhirnya debat semalam bukan hanya memperlihatkan kematangan ganjar namun juga memberikan gambaran pada kita tentang pemimpin ideal masa kini seberapa jauh seorang pemimpin mampu menyelami hiruk pikuk kondisi sekarang jika kita amati dari ketiga kandidat hanya programprogram ganjar terbukti mampu menjawab semua kebutuhan masa kini pengembangan digital hingga internet gratis sekedar informasi pertumbuhan umkm go digital sudah menembus juta di tahun artinya ekonomi digital hari ini adalah sebuah keniscayaan bisa dibayangkan jika akses internet yang menjadi pondasi utama platform digital bisa merata hingga ke wilayahwilayah terluar tentu peluang ekonomi digital akan semakin terbuka lebar tampaknya jika melihat komitmen itu pasangan ganjarmahfud bukan hanya akan unggul dalam debat namun juga bisa memenangkan hati rakyat masyarakat kita butuh kepastian butuh pemimpin yang mau bekerja cepat dalam memperbaiki semua tatanan untuk memberikan rasa aman dan nyaman pada publik,Ideologi,"RT ÃƒÂ°Ã‚ÂÃ‚ÂÃ‚â€ ÃƒÂ°Ã‚ÂÃ‚ÂÃ‚Å¡ÃƒÂ°Ã‚ÂÃ‚ÂÃ‚Â§ÃƒÂ°Ã‚ÂÃ‚ÂÃ‚Â£ÃƒÂ°Ã‚ÂÃ‚ÂÃ‚Å¡ÃƒÂ°Ã‚ÂÃ‚ÂÃ‚Â«, ÃƒÂ°Ã‚ÂÃ‚ÂÃ‚â€ ÃƒÂ°Ã‚ÂÃ‚ÂÃ‚Å¡ÃƒÂ°Ã‚ÂÃ‚ÂÃ‚Â¦ÃƒÂ°Ã‚ÂÃ‚ÂÃ‚â€ºÃƒÂ°Ã‚ÂÃ‚ÂÃ‚Å¡ÃƒÂ°Ã‚ÂÃ‚ÂÃ‚Â«ÃƒÂ°Ã‚ÂÃ‚ÂÃ‚Å¡ÃƒÂ°Ã‚ÂÃ‚ÂÃ‚Â§ ÃƒÂ°Ã‚ÂÃ‚ÂÃ‚Ë†ÃƒÂ°Ã‚ÂÃ‚ÂÃ‚ÂÃƒÂ°Ã‚ÂÃ‚ÂÃ‚Å¾ÃƒÂ°Ã‚ÂÃ‚ÂÃ‚Å¡ÃƒÂ°Ã‚ÂÃ‚ÂÃ‚Â¥ ÃƒÂ°Ã‚ÂÃ‚ÂÃ‚ÂÃƒÂ°Ã‚ÂÃ‚ÂÃ‚Å¾ÃƒÂ°Ã‚ÂÃ‚ÂÃ‚Â¦ÃƒÂ°Ã‚ÂÃ‚ÂÃ‚Â¢ÃƒÂ°Ã‚ÂÃ‚ÂÃ‚Â¦ÃƒÂ°Ã‚ÂÃ‚ÂÃ‚Â©ÃƒÂ°Ã‚ÂÃ‚ÂÃ‚Â¢ÃƒÂ°Ã‚ÂÃ‚ÂÃ‚Â§ ÃƒÂ°Ã‚ÂÃ‚ÂÃ‚Å’ÃƒÂ°Ã‚ÂÃ‚ÂÃ‚Å¡ÃƒÂ°Ã‚ÂÃ‚ÂÃ‚Â¬ÃƒÂ°Ã‚ÂÃ‚ÂÃ‚Å¡ ÃƒÂ°Ã‚ÂÃ‚ÂÃ‚Å ÃƒÂ°Ã‚ÂÃ‚ÂÃ‚Â¢ÃƒÂ°Ã‚ÂÃ‚ÂÃ‚Â§ÃƒÂ°Ã‚ÂÃ‚ÂÃ‚Â¢ Ganjar M3nangkan Debat secara elegan dalam debat semalam. Ganjar membuat lawan tak bekutik bukan dengan istilah-istilah rumit atau singkatan aneh, tapi dengan fakta. Ini menandakan Ganjar betul-betul memahami berbagai persoalan bangsa dan siap memperbaikinya. Tengok saja di medsos, banyak publik figur dari aktivis hingga komedian, memberi applause untuk sosok rambut putih ini. Penampilan Ganjar memang sangat memikat. Ia tenang, apa yang dipaparkan pun soal gagasan dan inovasi. Berbeda kedua kandidat lain yang tampaknya sibuk dengan masalah pribadi mereka. Salah satu gagasan Ganjar yang merebut perhatian saya adalah soal pengamanan siber untuk mencegah kejahatan siber. Ini sangat relevan tentu saja mengingat saat ini kita hidup dalam dunia internet. Sementara kasus kejahatan siber angkanya terus naik dari tahun ke tahun. Kejahatan siber, misalnya pencurian data, sangat mengkawatirkan. Ia bukan hanya bisa digunakan untuk doxing mempermalukan korban, namun juga bisa digunakan untuk menipu hingga memeras. Belum lagi soal pengamanan intansi maupun lembaga negara yang kerap kebobolan. Gagasan Ganjar soal ini pun jelas, selain menguatkan badan siber dan sandi negara atau BSSN, Ganjar juga menawarkan Duta Siber sehingga permasalahan-permasalahan itu bisa diminimlisir. Pada akhirnya debat semalam bukan hanya memperlihatkan kematangan Ganjar, namun juga memberikan gambaran pada kita tentang pemimpin ideal masa kini. Seberapa jauh seorang pemimpin mampu menyelami hiruk pikuk kondisi sekarang. Jika kita amati dari ketiga kandidat, hanya program-program Ganjar terbukti mampu menjawab semua kebutuhan masa kini; pengembangan digital, hingga internet gratis. Sekedar informasi, pertumbuhan UMKM go digital sudah menembus 21,8 juta di tahun 2023, artinya ekonomi digital hari ini adalah sebuah keniscayaan. Bisa dibayangkan jika akses internet yang menjadi pondasi utama platform digital bisa merata hingga ke wilayah-wilayah terluar, tentu peluang ekonomi digital akan semakin terbuka lebar. Tampaknya jika melihat komitmen itu, pasangan Ganjar-Mahfud bukan hanya akan unggul dalam debat, namun juga bisa memenangkan hati rakyat. Masyarakat kita butuh kepastian, butuh pemimpin yang mau bekerja cepat dalam memperbaiki semua tatanan untuk memberikan rasa aman dan nyaman pada publik. [RE KakekHalal]"
1246,kedua pergeseran suara pendukung dari jokowi ke prabowo #indonesiasentris #indonesiahijau #02melanjutkan #anakmudaindonesiaemas prabowo subianto,Politik,"Kedua, pergeseran suara pendukung dari Jokowi ke Prabowo. #IndonesiaSentris #IndonesiaHijau #02Melanjutkan #AnakMudaIndonesiaEmas Prabowo Subianto"
1247,pak anies mengetahui soal lactose intoleran yg dialami kebanyakan anak indonesia ditambah lg kalo soal stunting yg dibenerin gizinya ya sejak dalam kandungan bukan pas anaknya udah sd,Sosial Budaya,"RT Pak Anies mengetahui soal lactose intoleran yg dialami kebanyakan anak Indonesia, ditambah lg kalo soal stunting yg dibenerin gizinya ya sejak dalam kandungan, bukan pas anaknya udah SD https://t.co/LVhk98dgYH [RE makmumnyajinu]"
1248,sebagai founder indonesia mengajar keknya pak anies bener concern soal pendidikan di indonesia beliau hormat dan terharu bgt sama anakanak muda yang punya keinginan jadi guru karena ini adalah profesi yang dimiliki sama orang yg berkomitmen dan berdedikasi tinggi,Sosial Budaya,"RT Sebagai founder indonesia mengajar, keknya pak Anies bener2 concern soal pendidikan di Indonesia. Beliau hormat dan terharu bgt sama anak-anak muda yang punya keinginan jadi guru. Karena ini adalah profesi yang dimiliki sama orang2 yg berkomitmen dan berdedikasi tinggi https://t.co/20W9WtO7Hm [RE mileorphile]"
1249,dwi tunggal sukarnohatta hadir kembali melalui mahfud md dan ganjar bersama kita bentuk masa depan yang lebih baik #mahfudganjar2024 #jnk #ganjarmahfudrebound #ganjarpranowopilihanumat,Politik,"Dwi Tunggal Sukarno-Hatta hadir kembali melalui Mahfud MD dan Ganjar. Bersama, kita bentuk masa depan yang lebih baik! #MahfudGanjar2024 #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/xysEFxCJbp"
1250,tren pasangan pada basis usiagenerasi [sebelum oktober simulasi tanpa pasangan] prabowo gibran menguat di gen anies muhaimin menguat di millenials sementara ganjar mahfud melemah,Demografi,"RT TREN 3 PASANGAN PADA BASIS USIA/GENERASI [Sebelum 27 Oktober, Simulasi Tanpa Pasangan] Prabowo ÃƒÆ’Ã‚Â¢Ãƒâ€šÃ¢â€šÂ¬Ãƒâ€šÃ¢â‚¬Å“ Gibran menguat di Gen Z, Anies - Muhaimin menguat di Millenials, sementara Ganjar ÃƒÆ’Ã‚Â¢Ãƒâ€šÃ¢â€šÂ¬Ãƒâ€šÃ¢â‚¬Å“ Mahfud melemah. https://t.co/lU2jALuXOC [RE indikatorcoid]"
1251,pada kesempatan tersebut mereka berdua mempersiapkan hidangan ayam teriyaki bersama dalam satu wajan besar #indonesiasentris #indonesiahijau #02melanjutkan #anakmudaindonesiaemas prabowo subianto,Politik,"Pada kesempatan tersebut, mereka berdua mempersiapkan hidangan ayam teriyaki bersama dalam satu wajan besar. #IndonesiaSentris #IndonesiaHijau #02Melanjutkan #AnakMudaIndonesiaEmas Prabowo Subianto"
1252,sangat luar biasa banget kok #kirabkebangsaan02 mengangkat dan menampilkan budaya indonesia bikin bangga banget lho semakin all ini prabowo gibran,Sosial Budaya,"RT sangat luar biasa banget kok #KirabKebangsaan02 mengangkat dan menampilkan budaya indonesia bikin bangga banget lho, semakin all ini prabowo - gibran https://t.co/7ldPmdgSoJ [RE krisnaaji100]"
1253,[ngajabarkeun abah anies] kebebasan berpendapat hak kekayaan intelektual komitmen terhadap seni dan budaya pentingnya belajar bermain teater,Sosial Budaya,"RT [Ngajabarkeun Abah Anies] Kebebasan Berpendapat, Hak Kekayaan Intelektual, Komitmen Terhadap Seni dan Budaya (Pentingnya Belajar Bermain Teater) https://t.co/hKoT4n1Ll1 [RE BosPurwa]"
1254,bismillah tanggapan anies baswedan terkait isu koalisi anies ganjar focus pebruari untuk kemenangan amn anies muhaimin abaikan yg lain #aminajadulu,Politik,RT Bismillah Tanggapan Anies Baswedan Terkait Isu Koalisi Anies Ganjar. Focus 14 Pebruari 2024 untuk kemenangan AM1N (Anies &amp; Muhaimin) Abaikan yg lainÃƒÂ¢Ã‚â‚¬Ã‚Â¼ÃƒÂ¯Ã‚Â¸Ã‚Â #AMINAjaDulu https://t.co/RB5pb1SvzE [RE NinzExe07]
1255,detikdetik pendukung wowo ngatain anies bangsat capresnya kasar gemoysian pendukungnya pun kasar #debatcapres,Politik,RT Detik-detik pendukung wowo ngatain anies bangsat Capresnya kasar gemoysian. Pendukungnya pun kasar #DebatCapres https://t.co/K7SBDWhTBm [RE MurtadhaOne1]
1256,mengejutkan pekerja pabrik rokok di kudus jawa tengah ramairamai mendukung aniesmuhaimin,Politik,"RT Mengejutkan, Pekerja Pabrik Rokok di Kudus Jawa Tengah Ramai-Ramai Mendukung Anies-Muhaimin https://t.co/Ljg4K3eNh1 [RE kba_news]"
1257,aku minoritas dan mengakui sempat gedeg dgn apa yg terjadi lalutapi setelah menyadari dan menganalisis bahwa dki dibawa kepimpinan pak anies tidak melibatkan kelompok islam yg menjadi alat kampanye pak anies aku terbuka bahwa sebenarnya tidak se ekstrem itu cont,Sosial Budaya,"RT aku minoritas dan mengakui sempat gedeg dgn apa yg terjadi 2017 lalu.tapi setelah menyadari dan menganalisis bahwa DKI dibawa kepimpinan pak Anies tidak melibatkan kelompok Islam yg menjadi alat kampanye pak Anies, aku terbuka bahwa sebenarnya tidak se ekstrem itu. (cont..) https://t.co/qljN230zz8 [RE UGM_FESS]"
1258,ganjar presiden ganjar hapuskan hutang nelayan dan petani prabowo menang hutang negara tambah banyak kalian pilih yg mana sappo #ganjarmahfud2024 #l3bihbaik,Politik,"RT Ganjar Presiden, Ganjar Hapuskan Hutang nelayan dan petani. Prabowo menang, hutang negara tambah banyak. Kalian pilih yg mana sappo? #GanjarMahfud2024 #L3bihbaik https://t.co/y6R9Kgyj8w [RE Anak__Ogi]"
1259,kapitalisme neoliberal tak cocok untuk indonesia kata prabowo antara kalimantan tengah #menangseputaran,Ideologi,"RT Kapitalisme neoliberal tak cocok untuk Indonesia, kata Prabowo - ANTARA Kalimantan Tengah https://t.co/XpTnsPrinX #MenangSeputaran [RE AzzrielAzaryahu]"
1260,pasangan capres cawapres ganjar pranowo dan prof mahfud md md siap tuntasin regulasi hukum yang mungkin selama ini jadi hambatan untuk investor masuk ke tanah air#ganjarpranowopilihanumat #ganjarmahfudrebound #jnk,Politik,Pasangan Capres Cawapres Ganjar Pranowo dan Prof Mahfud MD MD siap tuntasin regulasi hukum yang mungkin selama ini jadi hambatan untuk investor masuk ke Tanah Air.#GanjarPranowoPilihanUmat #GanjarMahfudRebound #JNK
1261,ehh ikan buntal saya keluarga tni bapak saya itu anak buahnya prabowo anggota sgi di dili prabowo pasti tau sgi itu apa dua ponakan saya juga saat ini aktif tugas di yonif rk atambua satunya lagi di kompi ende keluarga besar kami pilih #amin bukan prabowo,Pertahanan dan Keamanan,"RT @97OjKmB/yU0H1tIp7ghYxxzGZ8IUxUxpx/KSVcxyDvI= Ehh ikan buntal.. Saya keluarga TNI. Bapak saya itu anak buahnya Prabowo, anggota SGI di Dili.( Prabowo pasti tau SGI itu apa ) Dua ponakan saya juga saat ini aktif tugas di Yonif RK 744 Atambua, satunya lagi di Kompi C 743 Ende. Keluarga besar kami pilih #AMIN. Bukan Prabowo ! [RE Rudi58985524]"
1262,panen quote tiap liat videonya anies,Ekonomi,RT @CKVwFd4S7ndpZlCeN3oOLeeB9edxvGZPw9MPaA7epok= @Bpu6062zvCgrxRsmdwm47cnsVKPMfhlDnkajT8JK1OM= @Zro0Mh3XyfQ+zrQuxKh550sMYGdcmLuT6SZ9OutTlyk= @IP+FGT3rTks7fogWKQ6dRsow7J2BnSvuwMtKIPCmZNQ= @ghsVyNO2KqobwJur1y9X0wSG+PCl1Urm9P4/BKJG364= @0uZh0UpsXQx9Jsvd6rYL2ABkooFPusNHNud/kY/YAvc= @Sr//Ai1KVkDIHZT5Ey/xJArjTq2fPKAYu6MkdH8smIo= @Yw1FGBPGfpODnLkMxKl3BJyqECt6c7l4HIYnO4SdGFM= @gwlyABV2svnV761+bwrdAhgSr1XWZIoHEi5F3djdD1s= @E7lNCIkLAKmBQG0yODZrNGCETrEewhkKYWvOp11ITg8= panen quote tiap liat videonya anies [RE ainunrozi]
1263,hasil survei ipo menunjukkan selisih prabowogibran dengan amin hanya yang bisa dibalikkan di putaran kedua,Politik,"RT Hasil survei IPO menunjukkan selisih Prabowo-Gibran dengan AMIN hanya 7,9% yang bisa dibalikkan di putaran kedua. https://t.co/VFU36i3TMc [RE kumparan]"
1264,gokil pak anies baswedan berjanji akan membangun perpustakaan bertaraf internasional di ambon #desakaniesambon,Sosial Budaya,RT Gokil! Pak Anies Baswedan berjanji akan membangun perpustakaan bertaraf Internasional di Ambon.. #DesakAniesAmbon https://t.co/Rom0z6P5aQ [RE Mdy_Asmara1701]
1265,kami bangga dengan pak ganjar yang satu satunya peduli dengan guru ngaji,Politik,@HUHxxN4XnJIHAxL66dz4j3vHdlHsUIel9XwhsXjwMlw= @ZGgAwXgvfBLD/waOlE3NUikfoZn8DHUZ3YHGtqiTObk= Kami bangga dengan pak ganjar yang satu satunya peduli dengan guru ngaji
1266,relawan ganjar dicekoki miras hingga dikasih amplop sebelum bentrok dengan belasan tni di boyolali ini buktibuktinya,Pertahanan dan Keamanan,"RT Relawan Ganjar Dicekoki Miras hingga Dikasih Amplop sebelum Bentrok dengan Belasan TNI di Boyolali, Ini Bukti-buktinya https://t.co/t1leD5a3uc [RE tvOneNews]"
1267,ganjar mahfud menunjukkan bahwa mereka serius dalam mendukung perempuan dengan melibatkan diri secara nyata dalam program seperti kartini maju #ganjarmahfud2024 #3mandatganjarmahfud #l3bihbaik,Politik,Ganjar Mahfud menunjukkan bahwa mereka serius dalam mendukung perempuan dengan melibatkan diri secara nyata dalam program seperti Kartini Maju. @W+3RHD0a+6K5mzRfaMgZBdcTKzheH4kYohG4j+XoENM= #GanjarMahfud2024 #3MandatGanjarMahfud #L3bihbaik https://t.co/JWWTEO8zji
1268,anies baswedan dan ancaman terhadap demokrasi yang semakin membesar #untukkepentinganpribadi omonomon beretorika,Politik,Anies Baswedan dan ancaman terhadap demokrasi yang semakin membesar. #UntukKepentinganPribadi OmonOmon Beretorika https://t.co/ZIWV6oud0Z
1269,redefine common sense prabowo gibran dan pendukungnya secara luar biasa berhasil mendefinisikan common sense versi mereka apa yg sebelumnya tampak aneh berhasil mereka buat menjadi biasa saja wajarnya gitu atau paling parah adalah kamu yg aneh mereka tahu kok kalo mereka itu adalah tim yang tidak pas mereka sadar diri kalo lahir dari sesuatu yg buruk lalu bagaimana cara plg efektif untuk membuat mereka tampak oke definisikan ulang apa itu pas recreate apa itu buruk trik berikutnya tempelkan yg tidak pas dan buruk tadi ke pihak lawan trik pamungkas tergambar jelas dalam kutipan berikut yang kebetulan berasal dari josep goebbels menteri propaganda nazi it would not be impossible to prove with sufficient repetition and psychological understanding of the people concerned that square is in fact circle they are mere words and words can be molded until they clothe ideas and disguise yang dalam bahasa sederhana menjadi kelabuisebarkanrepeat gak percaya ini contohnya yang mengkritik putusan mk disebut anti generasi muda dan gak move on isu penculikan dan pelanggaran ham dibilang gorengan tahunan gesture provokatif gibran di debat pilpres adalah ungkapan semangat menilai kinerja menhan adalah penghinaan dan yg berhak menilai kinerja menhan hanya orang yg kompeten menanyakan aset tanah prabowo saat debat adalah serangan pribadi realisasi anggaran belanja kemhan adalah rahasia negara investor ikn adalah rahasia negara gibran cawapres paling beretika karena sungkem selepas debat menolak ikn berarti javasentris dan menolak pemerataan pembangunan food estate gunung mas bukan proyek gagal kalaupun gagal itu tanggung jawab kementerian pertanian menolak hilirisasi nikel berarti tidak nasionalis mengkritik glorifikasi prabowo saat melepas kapal bantuan kemanusiaan palestina dari kemhan berarti anti kemanusiaan ndasmu adalah bahasa yg biasa saja kalo kamu cermati poin sd menggunakan formula yg mirip dikotomi hitam dan putih tidak ada opsi kritik tidak ada opsi beda pendapat kamu tidak setuju berarti kamu langsung mendapat label anti berkelanjutan anti pembangunan dst untuk tementemen yg lahir sebelum tahun mungkin ingat formula di atas digunakan oleh soeharto untuk merepresi lawan politik dan masyarakat saat itu menggunakan jasa departemen penerangan yg tugasnya mirip dengan kementerian propaganda nazi dengan menggunakan formula di atas yang digaungkan berulang kali oleh public figure secara masif di sosial media portal berita dan media massa tambahkan bumbu pernyataan menteri anggota partai kabinet indonesia plus klarifikasi presiden dan simsalabim yg aneh tampak menjadi wajar dan yg mempertanyakan malah menjadi aneh yang kotak bisa disebut sebagai lingkaran sesuai dgn kutipan dari goebbels di atas lalu apa yang bisa kamu lakukan try this methods diskusi argumen mereka biasanya ngawur kebanyakan berakhir ke pemahaman legal formal yg tidak konsisten ingat bahwa kebebasan berpendapat adalah mutlak preseden dari keputusan haris fatia menyebutkan seseorang tidak bisa dihukum atas apa yg ada di dalam pemikiran mereka sesuatu yg buruk pantas untuk dihentikan bukan dipaksa terus berlanjut jiwa nasionalis seseorang tidak bisa dinilai dari mendukungtidak mendukung program kerja paslon informasi publik adalah hak warga negara jangan pernah ngrasa capek meluruskan pola pikir bengkok ini last but not least trust ur arguments pendukung aslinya gak percaya sama argumen mereka sendiri mereka tau bahwa aslinya argumen mereka bengkok mari kita bantu orangorang yg berdiri di depan dan berhadapan langsung dengan prabowo gibran dukung dan not in particular order dalam menghentikan rezim busuk ini mereka bisa kalo kita mau bergerak,Ideologi,"RT REDEFINE COMMON SENSE Prabowo Gibran dan pendukungnya secara luar biasa berhasil mendefinisikan common sense (versi mereka). Apa yg sebelumnya tampak aneh, berhasil mereka buat menjadi 'biasa saja', 'wajarnya gitu', atau paling parah adalah 'kamu yg aneh'. Mereka tahu kok kalo mereka itu adalah tim yang 'tidak pas'. Mereka sadar diri kalo lahir dari sesuatu yg buruk. Lalu bagaimana cara plg efektif untuk membuat mereka tampak oke? Definisikan ulang apa itu 'pas'. Recreate apa itu 'buruk'. Trik berikutnya, tempelkan yg 'tidak pas' dan 'buruk' tadi ke pihak lawan. Trik pamungkas tergambar jelas dalam kutipan berikut, yang kebetulan berasal dari Josep Goebbels, Menteri Propaganda Nazi, ÃƒÆ’Ã‚Â¢Ãƒâ€šÃ¢â€šÂ¬Ãƒâ€šÃ…â€œIt would not be impossible to prove with sufficient repetition and a psychological understanding of the people concerned that a square is in fact a circle. They are mere words, and words can be molded until they clothe ideas and disguise.ÃƒÆ’Ã‚Â¢Ãƒâ€šÃ¢â€šÂ¬Ãƒâ€šÃ‚Â Yang dalam bahasa sederhana menjadi 'kelabui-sebarkan-repeat'. Gak percaya? Ini contohnya: (1) Yang mengkritik putusan MK 90/2023 disebut anti generasi muda dan gak move on; (2) Isu penculikan dan pelanggaran HAM dibilang gorengan 5 tahunan; (3) Gesture provokatif Gibran di debat Pilpres I adalah ungkapan semangat; (4) Menilai kinerja Menhan 11/100 adalah penghinaan, dan yg berhak menilai kinerja Menhan hanya orang yg kompeten; (5) Menanyakan aset tanah Prabowo saat debat adalah serangan pribadi; (6) Realisasi anggaran belanja Kemhan adalah rahasia negara; (7) Investor IKN adalah rahasia negara; (8) Gibran cawapres paling beretika karena sungkem selepas debat; (9) Menolak IKN berarti Javasentris dan menolak pemerataan pembangunan; (10) Food estate Gunung Mas bukan proyek gagal, kalaupun gagal itu tanggung jawab Kementerian Pertanian; (11) Menolak hilirisasi nikel berarti tidak nasionalis; (12) Mengkritik glorifikasi Prabowo saat melepas kapal bantuan kemanusiaan Palestina dari Kemhan berarti anti kemanusiaan. (13) 'Ndasmu' adalah bahasa yg biasa saja. Kalo kamu cermati, poin (1) s/d (13) menggunakan formula yg mirip. Dikotomi, hitam dan putih, tidak ada opsi kritik, tidak ada opsi beda pendapat. Kamu tidak setuju berarti kamu langsung mendapat label anti berkelanjutan, anti pembangunan, dst. Untuk temen-temen yg lahir sebelum tahun 1990, mungkin ingat formula di atas digunakan oleh Soeharto untuk merepresi lawan politik dan masyarakat. Saat itu menggunakan 'jasa' Departemen Penerangan (yg tugasnya mirip dengan Kementerian Propaganda Nazi). Dengan menggunakan formula di atas, yang digaungkan berulang kali oleh public figure secara masif di sosial media, portal berita dan media massa, tambahkan bumbu pernyataan menteri anggota Partai Kabinet Indonesia plus klarifikasi presiden, dan simsalabim, yg aneh tampak menjadi wajar, dan yg mempertanyakan malah menjadi aneh. Yang kotak bisa disebut sebagai lingkaran. Sesuai dgn kutipan dari Goebbels di atas. Lalu apa yang bisa kamu lakukan? Try this methods. (a) Diskusi. Argumen mereka biasanya ngawur. Kebanyakan berakhir ke pemahaman legal formal yg tidak konsisten; (b) Ingat bahwa kebebasan berpendapat adalah mutlak. Preseden dari keputusan Haris Fatia menyebutkan 'seseorang tidak bisa dihukum atas apa yg ada di dalam pemikiran mereka.'; (c) Sesuatu yg buruk pantas untuk dihentikan, bukan dipaksa terus berlanjut; (d) Jiwa nasionalis seseorang tidak bisa dinilai dari mendukung/tidak mendukung program kerja paslon; (e) Informasi publik adalah hak warga negara; (f) Jangan pernah ngrasa capek meluruskan pola pikir bengkok ini; (g) last but not least, trust ur arguments. Pendukung 02 aslinya gak percaya sama argumen mereka sendiri. Mereka tau bahwa aslinya argumen mereka bengkok. Mari kita bantu orang-orang yg berdiri di depan dan berhadapan langsung dengan Prabowo Gibran. Dukung @qeS2DOJ/NBMUgPqi0D1sL50KinXLniWMKQVPe462nMQ= , @bG9QJsJh4WbLhwxmaHm0oU2kSPcjExwtZsx4yDBWq5g= , @yAxs3xdQVvlZnCV6CthMCe4Vl1n5y6JfxQ+ymOKzBYo= dan @q0qQ+lW/sqLQ0y4CAM0XS1DIYxASTQgY5I0fFcvL3C0= (not in particular order), dalam menghentikan rezim busuk ini. Mereka bisa kalo kita mau bergerak. [RE pedagang_kritik]"
1270,optimisme tinggi pasangan capres cawapres ganjar pranowo mahfud md ajak koprasi dan umkm sukses dengan kredit ayo bersama kita bisa#ganjarmahfudrebound #ganjarpranowopilihanumat #jnk,Politik,"Optimisme tinggi. Pasangan Capres Cawapres Ganjar Pranowo Mahfud MD ajak koprasi dan UMKM sukses dengan kredit 35%. Ayo, bersama kita bisa.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK https://t.co/5BTqpVRzCc"
1271,debat capres drone emprit sebut anies dapat sentimen positif tertinggi prabowo sentimen negatif tertinggi #temponasional,Politik,"RT Debat Capres, Drone Emprit Sebut Anies Dapat Sentimen Positif Tertinggi, Prabowo Sentimen Negatif Tertinggi https://t.co/3dzyIyTGUa #TempoNasional [RE tempodotco]"
1272,sok tahu hukum jubir prabowo dihajar pakar hukum kdg dia sok tahu semua hal dr pajak sampai hukum sebenarnya org ini ahli apa sih,Politik,RT Sok tahu hukum jubir prabowo dihajar pakar hukum. Kdg dia sok tahu semua hal dr pajak sampai hukum. Sebenarnya org ini ahli apa sih? ÃƒÂ°Ã‚Å¸Ã‚ËœÃ‚Â https://t.co/J2RKWXxZkW [RE UmarSyadatHsb__]
1273,gw gak habis pikir liat orang bisa pilih anies hanya karena liat dia ngemeng doang di desak anies or live tiktok gak liat cara dia utk bisa jadi gubernur dki sblmnya seprti apa gak liat hasilnya berbanding janjinya utk jakarta seperti buat jadi pemimpin itu walk the talk,Ekonomi,RT Gw gak habis pikir liat orang bisa pilih Anies hanya karena liat dia ngemeng2 doang di desak Anies or Live tiktok. Gak liat cara2 dia utk bisa jadi gubernur dki sblmnya seprti apa? Gak liat hasilnya berbanding janjinya utk jakarta seperti? . Buat jadi pemimpin itu walk the talk! [RE peter_shearer]
1274,bersama ganjarmahfud kita makmurkan petani,Ekonomi,@vwMINRCCT8XkDrOv2pJaMGYHKPxgEnyCQHoGU1dFVCc= Bersama Ganjar-Mahfud kita makmurkan petani ÃƒÆ’Ã‚Â°Ãƒâ€šÃ…Â¸Ãƒâ€šÃ¢â‚¬ÂÃƒâ€šÃ‚Â¥
1275,jangan ragu jangan bimbang pilihlah capres ganjar pranowo sebagai pemimpin kita di pemilu bersama mahfud mereka membawa kekuatan dan keberanian#ganjarmahfudrebound #ganjarpranowopilihanumat #jnk,Politik,"Jangan ragu, jangan bimbang. Pilihlah Capres Ganjar Pranowo sebagai pemimpin kita di Pemilu 2024. Bersama Mahfud, mereka membawa kekuatan dan keberanian.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK https://t.co/H5tJXHfc3Y"
1276,osco nilai penjelasan prabowo soal alutsista sudah tepat anies yang gagal paham #prabowo,Politik,"Osco Nilai Penjelasan Prabowo soal Alutsista Sudah Tepat, Anies yang Gagal Paham #Prabowo https://t.co/mlDbxwkUdU"
