iter	Passed	Remaining
4749	169189	543185
4750	169222	543142
4751	169253	543094
4752	169286	543047
4753	169318	543001
4754	169348	542947
4755	169379	542898
4756	169411	542851
4757	169444	542805
4758	169480	542772
4759	169515	542734
4760	169544	542679
4761	169576	542629
4762	169608	542582
4763	169641	542539
4764	169682	542519
4765	169718	542488
4766	169753	542448
4767	169784	542398
4768	169819	542361
4769	169851	542314
4770	169882	542263
4771	169914	542217
4772	169951	542184
4773	169984	542142
4774	170018	542100
4775	170051	542057
4776	170081	542004
4777	170113	541954
4778	170147	541915
4779	170181	541875
4780	170212	541825
4781	170243	541775
4782	170274	541723
4783	170305	541673
4784	170336	541624
4785	170371	541587
4786	170413	541570
4787	170445	541523
4788	170477	541477
4789	170508	541427
4790	170542	541386
4791	170574	541340
4792	170607	541294
4793	170642	541256
4794	170673	541208
4795	170706	541162
4796	170737	541112
4797	170767	541061
4798	170801	541020
4799	170833	540972
4800	170867	540931
4801	170897	540878
4802	170931	540839
4803	170962	540787
4804	170993	540737
4805	171025	540690
4806	171035	540574
4807	171073	540546
4808	171106	540502
4809	171139	540458
4810	171176	540427
4811	171207	540379
4812	171239	540332
4813	171271	540284
4814	171306	540245
4815	171342	540211
4816	171372	540158
4817	171407	540122
4818	171440	540077
4819	171446	539950
4820	171477	539900
4821	171509	539852
4822	171544	539814
4823	171575	539765
4824	171609	539725
4825	171643	539684
4826	171672	539628
4827	171702	539575
4828	171736	539536
4829	171768	539487
4830	171802	539446
4831	171833	539396
4832	171863	539343
4833	171896	539300
4834	171929	539258
4835	171960	539206
4836	171991	539158
4837	172026	539121
4838	172057	539071
4839	172074	538977
4840	172106	538931
4841	172139	538887
4842	172168	538831
4843	172208	538810
4844	172240	538761
4845	172275	538724
4846	172307	538677
4847	172338	538627
4848	172367	538573
4849	172402	538534
4850	172432	538483
4851	172464	538435
4852	172499	538398
4853	172515	538303
4854	172546	538251
4855	172576	538200
4856	172610	538159
4857	172643	538117
4858	172681	538089
4859	172717	538052
4860	172748	538004
4861	172779	537953
4862	172809	537900
4863	172839	537848
4864	172872	537807
4865	172905	537762
4866	172934	537707
4867	172966	537659
4868	172998	537614
4869	173032	537572
4870	173061	537516
4871	173094	537473
4872	173137	537460
4873	173168	537413
4874	173202	537370
4875	173233	537321
4876	173263	537268
4877	173295	537222
4878	173330	537185
4879	173362	537139
4880	173396	537098
4881	173426	537045
4882	173456	536993
4883	173490	536953
4884	173522	536906
4885	173552	536854
4886	173587	536817
4887	173620	536775
4888	173653	536729
4889	173686	536687
4890	173718	536640
4891	173750	536593
4892	173784	536554
4893	173818	536516
4894	173849	536465
4895	173881	536420
4896	173913	536372
4897	173944	536323
4898	173979	536284
4899	174009	536233
4900	174051	536218
4901	174083	536172
4902	174113	536120
4903	174144	536070
4904	174181	536040
4905	174214	535995
4906	174248	535955
4907	174282	535913
4908	174312	535863
4909	174344	535817
4910	174376	535769
4911	174407	535719
4912	174438	535672
4913	174473	535635
4914	174509	535599
4915	174539	535547
4916	174570	535500
4917	174604	535457
4918	174638	535417
4919	174668	535366
4920	174701	535324
4921	174737	535288
4922	174769	535243
4923	174799	535190
4924	174828	535136
4925	174860	535089
4926	174893	535046
4927	174925	534999
4928	174965	534976
4929	174997	534931
4930	175030	534887
4931	175061	534837
4932	175095	534797
4933	175126	534750
4934	175161	534711
4935	175193	534666
4936	175225	534620
4937	175257	534574
4938	175290	534530
4939	175320	534478
4940	175390	534549
4941	175435	534541
4942	175468	534498
4943	175502	534459
4944	175533	534408
4945	175566	534367
4946	175601	534330
4947	175637	534294
4948	175672	534257
4949	175704	534213
4950	175734	534159
4951	175766	534113
4952	175801	534077
4953	175836	534040
4954	175876	534017
4955	175906	533967
4956	175941	533927
4957	175972	533880
4958	176005	533836
4959	176037	533790
4960	176070	533748
4961	176103	533705
4962	176138	533667
4963	176170	533622
4964	176180	533510
4965	176212	533462
4966	176245	533421
4967	176282	533389
4968	176314	533344
4969	176345	533293
4970	176376	533244
4971	176405	533190
4972	176435	533139
4973	176470	533102
4974	176507	533069
4975	176540	533027
4976	176571	532978
4977	176603	532933
4978	176637	532892
4979	176673	532858
4980	176711	532829
4981	176741	532778
4982	176772	532728
4983	176802	532676
4984	176834	532632
4985	176866	532586
4986	176897	532536
4987	176928	532489
4988	176970	532472
4989	176999	532417
4990	177029	532364
4991	177060	532316
4992	177091	532268
4993	177124	532223
4994	177160	532192
4995	177195	532155
4996	177228	532112
4997	177261	532069
4998	177294	532026
4999	177328	531984
5000	177360	531938
5001	177400	531919
5002	177430	531864
5003	177463	531822
5004	177495	531776
5005	177527	531731
5006	177558	531681
5007	177589	531634
5008	177625	531598
5009	177658	531556
5010	177692	531516
5011	177721	531462
5012	177753	531415
5013	177783	531365
5014	177814	531315
5015	177845	531266
5016	177893	531268
5017	177925	531222
5018	177955	531171
5019	177986	531121
5020	178015	531069
5021	178046	531020
5022	178081	530983
5023	178114	530938
5024	178146	530893
5025	178181	530856
5026	178213	530811
5027	178244	530761
5028	178275	530715
5029	178306	530665
5030	178342	530631
5031	178373	530583
5032	178403	530531
5033	178434	530481
5034	178464	530430
5035	178496	530386
5036	178529	530343
5037	178566	530312
5038	178600	530272
5039	178630	530221
5040	178666	530186
5041	178698	530142
5042	178728	530090
5043	178769	530069
5044	178802	530028
5045	178835	529985
5046	178866	529936
5047	178897	529887
5048	178932	529851
5049	178968	529818
5050	179011	529804
5051	179047	529771
5052	179083	529737
5053	179122	529713
5054	179155	529669
5055	179190	529631
5056	179222	529585
5057	179255	529543
5058	179290	529508
5059	179321	529459
5060	179357	529425
5061	179388	529376
5062	179418	529324
5063	179449	529277
5064	179485	529242
5065	179517	529196
5066	179551	529157
5067	179581	529105
5068	179610	529051
5069	179643	529008
5070	179676	528966
5071	179706	528916
5072	179751	528907
5073	179783	528862
5074	179815	528817
5075	179845	528764
5076	179883	528738
5077	179917	528699
5078	179952	528662
5079	179983	528612
5080	180014	528565
5081	180044	528512
5082	180076	528468
5083	180108	528421
5084	180143	528386
5085	180182	528360
5086	180216	528322
5087	180248	528276
5088	180282	528234
5089	180311	528180
5090	180343	528136
5091	180376	528093
5092	180408	528047
5093	180439	527999
5094	180468	527945
5095	180500	527900
5096	180531	527850
5097	180562	527804
5098	180607	527797
5099	180641	527757
5100	180674	527713
5101	180704	527662
5102	180737	527621
5103	180768	527571
5104	180801	527528
5105	180835	527489
5106	180867	527444
5107	180899	527398
5108	180933	527360
5109	180966	527316
5110	181004	527287
5111	181039	527251
5112	181073	527211
5113	181109	527178
5114	181143	527140
5115	181175	527095
5116	181208	527052
5117	181241	527009
5118	181274	526967
5119	181306	526921
5120	181340	526882
5121	181371	526835
5122	181403	526788
5123	181432	526735
5124	181465	526692
5125	181497	526645
5126	181530	526604
5127	181575	526598
5128	181606	526548
5129	181636	526499
5130	181675	526472
5131	181707	526427
5132	181746	526401
5133	181781	526365
5134	181818	526334
5135	181853	526297
5136	181888	526262
5137	181921	526219
5138	181960	526193
5139	181992	526150
5140	182025	526107
5141	182058	526064
5142	182088	526013
5143	182120	525967
5144	182195	526046
5145	182235	526025
5146	182268	525983
5147	182299	525935
5148	182331	525890
5149	182362	525841
5150	182394	525794
5151	182435	525776
5152	182468	525735
5153	182499	525687
5154	182530	525638
5155	182565	525600
5156	182595	525551
5157	182626	525504
5158	182659	525460
5159	182692	525416
5160	182724	525372
5161	182755	525323
5162	182786	525275
5163	182815	525222
5164	182845	525171
5165	182875	525120
5166	182906	525073
5167	182939	525030
5168	182969	524981
5169	183002	524936
5170	183031	524883
5171	183063	524837
5172	183093	524788
5173	183128	524751
5174	183164	524717
5175	183199	524680
5176	183232	524638
5177	183264	524592
5178	183295	524546
5179	183327	524501
5180	183365	524473
5181	183398	524430
5182	183430	524384
5183	183462	524341
5184	183495	524297
5185	183530	524261
5186	183564	524223
5187	183597	524178
5188	183630	524138
5189	183661	524090
5190	183692	524040
5191	183727	524005
5192	183757	523956
5193	183789	523910
5194	183825	523875
5195	183859	523835
5196	183888	523784
5197	183919	523734
5198	183951	523689
5199	183982	523642
5200	184017	523605
5201	184049	523559
5202	184081	523515
5203	184091	523408
5204	184121	523357
5205	184154	523315
5206	184185	523269
5207	184218	523226
5208	184251	523184
5209	184290	523157
5210	184320	523109
5211	184354	523067
5212	184383	523015
5213	184414	522967
5214	184445	522919
5215	184476	522872
5216	184513	522840
5217	184546	522799
5218	184579	522756
5219	184609	522707
5220	184641	522660
5221	184673	522617
5222	184710	522586
5223	184741	522539
5224	184774	522495
5225	184803	522443
5226	184835	522398
5227	184877	522381
5228	184909	522335
5229	184943	522298
5230	184976	522255
5231	185009	522213
5232	185042	522172
5233	185074	522127
5234	185105	522078
5235	185138	522035
5236	185169	521989
5237	185207	521961
5238	185238	521914
5239	185269	521866
5240	185303	521826
5241	185334	521779
5242	185365	521731
5243	185396	521683
5244	185438	521668
5245	185467	521615
5246	185497	521564
5247	185532	521526
5248	185563	521478
5249	185595	521435
5250	185633	521407
5251	185665	521363
5252	185697	521317
5253	185728	521270
5254	185759	521221
5255	185790	521176
5256	185821	521128
5257	185853	521081
5258	185890	521051
5259	185923	521010
5260	185956	520968
5261	185986	520918
5262	186020	520877
5263	186052	520832
5264	186086	520795
5265	186119	520753
5266	186150	520704
5267	186186	520672
5268	186217	520624
5269	186247	520575
5270	186280	520531
5271	186312	520486
5272	186352	520465
5273	186384	520420
5274	186417	520378
5275	186449	520334
5276	186480	520287
5277	186510	520237
5278	186548	520207
5279	186583	520173
5280	186620	520141
5281	186654	520103
5282	186688	520063
5283	186699	519960
5284	186729	519910
5285	186762	519867
5286	186796	519828
5287	186828	519783
5288	186857	519731
5289	186888	519685
5290	186900	519582
5291	186931	519536
5292	186961	519485
5293	186991	519436
5294	187028	519405
5295	187061	519363
5296	187096	519327
5297	187127	519281
5298	187159	519235
5299	187189	519186
5300	187223	519146
5301	187263	519124
5302	187293	519073
5303	187323	519024
5304	187353	518974
5305	187384	518926
5306	187422	518899
5307	187455	518856
5308	187486	518811
5309	187518	518765
5310	187551	518723
5311	187586	518689
5312	187620	518648
5313	187654	518609
5314	187691	518578
5315	187725	518541
5316	187759	518502
5317	187792	518461
5318	187826	518420
5319	187858	518377
5320	187888	518327
5321	187919	518278
5322	187953	518239
5323	187983	518189
5324	188014	518144
5325	188047	518100
5326	188076	518048
5327	188106	517999
5328	188138	517953
5329	188180	517937
5330	188212	517894
5331	188243	517845
5332	188274	517797
5333	188306	517754
5334	188335	517702
5335	188370	517666
5336	188405	517630
5337	188438	517587
5338	188468	517538
5339	188500	517492
5340	188530	517445
5341	188562	517398
5342	188594	517356
5343	188629	517318
5344	188662	517276
5345	188744	517368
5346	188774	517319
5347	188808	517281
5348	188843	517244
5349	188873	517196
5350	188906	517152
5351	188937	517106
5352	188968	517059
5353	188988	516982
5354	189024	516950
5355	189060	516915
5356	189093	516874
5357	189130	516843
5358	189170	516822
5359	189202	516776
5360	189235	516735
5361	189277	516718
5362	189310	516677
5363	189341	516630
5364	189372	516583
5365	189402	516533
5366	189437	516497
5367	189468	516448
5368	189501	516407
5369	189537	516374
5370	189569	516329
5371	189601	516286
5372	189636	516250
5373	189669	516208
5374	189700	516160
5375	189735	516124
5376	189765	516077
5377	189795	516026
5378	189827	515981
5379	189859	515938
5380	189890	515890
5381	189922	515846
5382	189958	515812
5383	189989	515765
5384	190020	515719
5385	190053	515678
5386	190086	515635
5387	190120	515596
5388	190153	515556
5389	190186	515515
5390	190220	515474
5391	190253	515433
5392	190283	515384
5393	190314	515337
5394	190347	515297
5395	190383	515263
5396	190415	515218
5397	190445	515169
5398	190476	515123
5399	190508	515077
5400	190540	515034
5401	190575	514998
5402	190610	514961
5403	190641	514915
5404	190676	514878
5405	190707	514831
5406	190737	514783
5407	190771	514743
5408	190804	514702
5409	190839	514667
5410	190873	514628
5411	190906	514586
5412	190937	514540
5413	190969	514495
5414	191002	514453
5415	191034	514411
5416	191067	514368
5417	191099	514324
5418	191132	514283
5419	191167	514246
5420	191201	514209
5421	191232	514161
5422	191266	514123
5423	191306	514101
5424	191340	514061
5425	191371	514016
5426	191403	513971
5427	191437	513933
5428	191467	513883
5429	191498	513836
5430	191533	513801
5431	191565	513757
5432	191596	513709
5433	191629	513668
5434	191660	513623
5435	191691	513575
5436	191723	513531
5437	191752	513478
5438	191772	513404
5439	191804	513359
5440	191835	513313
5441	191867	513268
5442	191899	513224
5443	191916	513139
5444	191947	513094
5445	191984	513062
5446	192019	513026
5447	192051	512982
5448	192084	512941
5449	192114	512893
5450	192144	512844
5451	192183	512817
5452	192221	512790
5453	192252	512745
5454	192284	512699
5455	192315	512652
5456	192345	512604
5457	192383	512575
5458	192414	512530
5459	192446	512484
5460	192476	512436
5461	192509	512394
5462	192542	512353
5463	192573	512306
5464	192604	512261
5465	192638	512221
5466	192673	512185
5467	192705	512143
5468	192734	512091
5469	192769	512055
5470	192801	512011
5471	192830	511959
5472	192863	511919
5473	192901	511889
5474	192932	511843
5475	192962	511795
5476	192994	511751
5477	193027	511709
5478	193057	511661
5479	193088	511615
5480	193127	511588
5481	193157	511539
5482	193190	511498
5483	193219	511446
5484	193248	511394
5485	193279	511348
5486	193315	511316
5487	193348	511274
5488	193381	511233
5489	193412	511187
5490	193444	511142
5491	193476	511098
5492	193507	511053
5493	193540	511012
5494	193574	510973
5495	193605	510926
5496	193636	510881
5497	193671	510845
5498	193702	510799
5499	193734	510755
5500	193764	510705
5501	193800	510672
5502	193830	510623
5503	193863	510583
5504	193896	510540
5505	193926	510492
5506	193957	510445
5507	193988	510400
5508	194022	510360
5509	194052	510311
5510	194085	510270
5511	194114	510219
5512	194147	510179
5513	194177	510130
5514	194211	510091
5515	194252	510071
5516	194286	510034
5517	194319	509992
5518	194352	509952
5519	194384	509906
5520	194416	509864
5521	194448	509819
5522	194481	509780
5523	194492	509680
5524	194527	509644
5525	194558	509597
5526	194591	509557
5527	194625	509519
5528	194657	509475
5529	194693	509443
5530	194726	509400
5531	194756	509352
5532	194787	509306
5533	194817	509257
5534	194850	509215
5535	194885	509179
5536	194917	509136
5537	194950	509095
5538	194980	509047
5539	195011	509000
5540	195041	508953
5541	195074	508910
5542	195106	508867
5543	195196	508975
5544	195227	508929
5545	195259	508885
5546	195290	508840
5547	195321	508794
5548	195361	508770
5549	195394	508728
5550	195424	508680
5551	195454	508632
5552	195485	508585
5553	195517	508542
5554	195547	508494
5555	195582	508457
5556	195615	508418
5557	195648	508375
5558	195682	508337
5559	195712	508290
5560	195742	508241
5561	195774	508196
5562	195808	508159
5563	195841	508116
5564	195872	508070
5565	195901	508021
5566	195935	507982
5567	195967	507937
5568	195998	507892
5569	196032	507853
5570	196064	507810
5571	196096	507766
5572	196126	507718
5573	196158	507675
5574	196190	507631
5575	196223	507590
5576	196262	507566
5577	196294	507523
5578	196326	507477
5579	196359	507438
5580	196388	507387
5581	196419	507340
5582	196455	507308
5583	196487	507264
5584	196520	507223
5585	196551	507178
5586	196584	507136
5587	196616	507092
5588	196649	507052
5589	196683	507014
5590	196719	506979
5591	196748	506930
5592	196782	506892
5593	196812	506844
5594	196844	506799
5595	196876	506755
5596	196906	506706
5597	196942	506674
5598	196974	506632
5599	197005	506584
5600	197035	506537
5601	197066	506492
5602	197097	506444
5603	197126	506395
5604	197167	506374
5605	197200	506334
5606	197232	506289
5607	197265	506247
5608	197297	506206
5609	197329	506162
5610	197366	506131
5611	197399	506090
5612	197431	506047
5613	197442	505949
5614	197473	505905
5615	197504	505858
5616	197537	505818
5617	197572	505783
5618	197603	505736
5619	197633	505689
5620	197666	505648
5621	197699	505605
5622	197730	505561
5623	197763	505520
5624	197799	505488
5625	197831	505444
5626	197863	505401
5627	197894	505354
5628	197927	505315
5629	197960	505273
5630	197992	505231
5631	198035	505215
5632	198067	505172
5633	198099	505128
5634	198129	505079
5635	198160	505036
5636	198197	505004
5637	198229	504960
5638	198262	504921
5639	198293	504875
5640	198325	504832
5641	198359	504793
5642	198390	504748
5643	198421	504703
5644	198453	504657
5645	198487	504622
5646	198521	504582
5647	198552	504537
5648	198583	504491
5649	198613	504442
5650	198647	504404
5651	198676	504354
5652	198710	504316
5653	198744	504277
5654	198775	504231
5655	198807	504188
5656	198839	504147
5657	198871	504102
5658	198902	504056
5659	198931	504007
5660	198972	503986
5661	199002	503938
5662	199035	503897
5663	199071	503864
5664	199103	503821
5665	199136	503780
5666	199177	503761
5667	199212	503724
5668	199249	503694
5669	199280	503649
5670	199310	503601
5671	199341	503554
5672	199379	503527
5673	199410	503482
5674	199442	503439
5675	199474	503396
5676	199506	503352
5677	199538	503309
5678	199569	503263
5679	199601	503220
5680	199633	503176
5681	199667	503140
5682	199698	503095
5683	199728	503045
5684	199760	503001
5685	199790	502954
5686	199822	502911
5687	199852	502864
5688	199892	502842
5689	199924	502798
5690	199958	502761
5691	199989	502715
5692	200024	502678
5693	200055	502632
5694	200092	502603
5695	200123	502557
5696	200154	502510
5697	200187	502471
5698	200218	502424
5699	200250	502383
5700	200281	502336
5701	200316	502301
5702	200350	502264
5703	200382	502219
5704	200411	502171
5705	200442	502125
5706	200473	502078
5707	200506	502038
5708	200542	502005
5709	200574	501963
5710	200604	501915
5711	200611	501808
5712	200643	501766
5713	200674	501721
5714	200703	501670
5715	200747	501657
5716	200780	501616
5717	200813	501576
5718	200846	501537
5719	200877	501491
5720	200906	501441
5721	200939	501400
5722	200969	501353
5723	201005	501319
5724	201036	501275
5725	201068	501232
5726	201097	501182
5727	201131	501144
5728	201164	501103
5729	201196	501058
5730	201231	501023
5731	201266	500988
5732	201295	500938
5733	201328	500898
5734	201338	500801
5735	201369	500756
5736	201398	500706
5737	201431	500665
5738	201470	500639
5739	201506	500607
5740	201540	500567
5741	201571	500523
5742	201603	500481
5743	201635	500438
5744	201713	500508
5745	201756	500493
5746	201786	500445
5747	201822	500412
5748	201851	500362
5749	201884	500322
5750	201915	500277
5751	201949	500238
5752	201981	500197
5753	202020	500170
5754	202051	500125
5755	202082	500081
5756	202113	500035
5757	202144	499990
5758	202176	499946
5759	202213	499915
5760	202245	499874
5761	202274	499824
5762	202304	499776
5763	202337	499735
5764	202370	499694
5765	202403	499654
5766	202441	499626
5767	202472	499581
5768	202503	499535
5769	202534	499492
5770	202565	499446
5771	202594	499396
5772	202632	499368
5773	202669	499338
5774	202701	499294
5775	202732	499250
5776	202762	499202
5777	202793	499156
5778	202824	499110
5779	202857	499071
5780	202882	499012
5781	202912	498964
5782	202942	498917
5783	202972	498869
5784	203005	498828
5785	203036	498784
5786	203069	498742
5787	203100	498697
5788	203133	498656
5789	203166	498618
5790	203197	498573
5791	203230	498532
5792	203262	498488
5793	203292	498443
5794	203328	498409
5795	203360	498366
5796	203393	498327
5797	203425	498284
5798	203460	498248
5799	203492	498205
5800	203527	498169
5801	203559	498126
5802	203593	498089
5803	203625	498048
5804	203657	498004
5805	203688	497958
5806	203718	497912
5807	203749	497866
5808	203787	497838
5809	203820	497799
5810	203851	497753
5811	203881	497706
5812	203913	497664
5813	203943	497615
5814	203974	497570
5815	204011	497542
5816	204043	497498
5817	204074	497452
5818	204103	497403
5819	204137	497366
5820	204173	497333
5821	204208	497298
5822	204240	497254
5823	204269	497205
5824	204299	497158
5825	204329	497111
5826	204360	497065
5827	204391	497019
5828	204425	496981
5829	204462	496952
5830	204493	496907
5831	204526	496867
5832	204559	496827
5833	204589	496779
5834	204622	496739
5835	204653	496696
5836	204693	496672
5837	204725	496628
5838	204756	496585
5839	204789	496543
5840	204820	496499
5841	204852	496457
5842	204885	496417
5843	204919	496378
5844	204951	496336
5845	204981	496289
5846	205012	496244
5847	205044	496201
5848	205076	496159
5849	205105	496109
5850	205135	496061
5851	205169	496025
5852	205205	495993
5853	205235	495945
5854	205266	495900
5855	205297	495854
5856	205327	495808
5857	205359	495765
5858	205391	495721
5859	205422	495678
5860	205455	495637
5861	205487	495595
5862	205518	495551
5863	205560	495531
5864	205601	495512
5865	205634	495472
5866	205669	495437
5867	205703	495399
5868	205738	495363
5869	205768	495316
5870	205803	495281
5871	205835	495238
5872	205866	495194
5873	205897	495148
5874	205930	495108
5875	205959	495059
5876	205989	495013
5877	206024	494977
5878	206058	494940
5879	206090	494896
5880	206121	494853
5881	206159	494824
5882	206200	494804
5883	206238	494775
5884	206277	494749
5885	206316	494724
5886	206351	494689
5887	206386	494654
5888	206424	494627
5889	206460	494593
5890	206504	494579
5891	206538	494543
5892	206571	494501
5893	206601	494456
5894	206633	494412
5895	206663	494366
5896	206697	494328
5897	206730	494287
5898	206761	494244
5899	206796	494207
5900	206825	494160
5901	206858	494119
5902	206893	494083
5903	206927	494046
5904	206960	494005
5905	206993	493967
5906	207024	493920
5907	207106	493999
5908	207140	493961
5909	207177	493931
5910	207211	493892
5911	207245	493854
5912	207274	493806
5913	207307	493765
5914	207349	493748
5915	207381	493704
5916	207414	493665
5917	207454	493641
5918	207495	493620
5919	207566	493671
5920	207613	493665
5921	207636	493601
5922	207701	493636
5923	207812	493783
5924	207880	493825
5925	207918	493797
5926	207958	493775
5927	208013	493787
5928	208058	493774
5929	208098	493751
5930	208141	493734
5931	208181	493711
5932	208220	493684
5933	208264	493670
5934	208304	493648
5935	208344	493625
5936	208382	493595
5937	208427	493584
5938	208480	493592
5939	208518	493563
5940	208564	493554
5941	208605	493533
5942	208656	493534
5943	208716	493560
5944	208752	493526
5945	208786	493488
5946	208819	493449
5947	208863	493435
5948	208909	493424
5949	208953	493411
5950	208990	493381
5951	209027	493350
5952	209060	493310
5953	209094	493272
5954	209140	493262
5955	209187	493254
5956	209234	493248
5957	209279	493235
5958	209322	493220
5959	209363	493197
5960	209412	493196
5961	209471	493217
5962	209518	493209
5963	209565	493203
5964	209649	493281
5965	209701	493286
5966	209740	493260
5967	209794	493270
5968	209835	493248
5969	209874	493222
5970	209922	493217
5971	209960	493189
5972	210001	493166
5973	210043	493149
5974	210085	493128
5975	210132	493121
5976	210181	493118
5977	210233	493123
5978	210278	493110
5979	210333	493123
5980	210377	493109
5981	210420	493092
5982	210463	493075
5983	210511	493069
5984	210555	493055
5985	210613	493074
5986	210649	493040
5987	210689	493016
5988	210726	492985
5989	210764	492956
5990	210803	492929
5991	210841	492902
5992	210880	492874
5993	210918	492847
5994	210957	492820
5995	210997	492795
5996	211041	492782
5997	211083	492762
5998	211117	492724
5999	211154	492694
6000	211196	492673
6001	211231	492637
6002	211266	492604
6003	211302	492570
6004	211344	492550
6005	211381	492520
6006	211419	492491
6007	211452	492450
6008	211484	492408
6009	211526	492388
6010	211561	492353
6011	211595	492314
6012	211630	492280
6013	211662	492237
6014	211697	492201
6015	211733	492167
6016	211768	492131
6017	211801	492092
6018	211835	492053
6019	211868	492013
6020	211900	491971
6021	211936	491938
6022	211972	491903
6023	212005	491864
6024	212036	491819
6025	212068	491776
6026	212106	491747
6027	212137	491701
6028	212171	491665
6029	212205	491626
6030	212236	491581
6031	212267	491536
6032	212299	491495
6033	212330	491449
6034	212397	491487
6035	212450	491493
6036	212483	491453
6037	212515	491410
6038	212544	491362
6039	212575	491317
6040	212608	491275
6041	212641	491235
6042	212676	491200
6043	212708	491158
6044	212737	491109
6045	212772	491072
6046	212806	491035
6047	212836	490989
6048	212874	490960
6049	212905	490913
6050	212935	490867
6051	212967	490825
6052	213001	490787
6053	213032	490740
6054	213062	490695
6055	213096	490657
6056	213127	490611
6057	213158	490566
6058	213195	490535
6059	213225	490488
6060	213255	490441
6061	213286	490396
6062	213328	490378
6063	213360	490334
6064	213391	490289
6065	213424	490250
6066	213458	490211
6067	213492	490173
6068	213530	490145
6069	213563	490105
6070	213597	490067
6071	213629	490025
6072	213662	489984
6073	213698	489950
6074	213729	489907
6075	213762	489867
6076	213800	489838
6077	213833	489798
6078	213866	489756
6079	213897	489711
6080	213929	489670
6081	213964	489634
6082	213999	489599
6083	214034	489564
6084	214066	489522
6085	214099	489481
6086	214132	489440
6087	214165	489399
6088	214197	489359
6089	214233	489325
6090	214269	489290
6091	214300	489245
6092	214336	489213
6093	214367	489169
6094	214398	489123
6095	214430	489081
6096	214470	489057
6097	214503	489018
6098	214534	488972
6099	214564	488926
6100	214597	488885
6101	214628	488841
6102	214661	488800
6103	214697	488766
6104	214732	488731
6105	214764	488688
6106	214795	488644
6107	214827	488601
6108	214861	488563
6109	214891	488518
6110	214926	488482
6111	214963	488450
6112	214994	488405
6113	215025	488360
6114	215059	488323
6115	215093	488285
6116	215124	488241
6117	215163	488215
6118	215195	488171
6119	215227	488130
6120	215260	488089
6121	215291	488044
6122	215322	488001
6123	215355	487962
6124	215397	487940
6125	215428	487895
6126	215458	487849
6127	215489	487805
6128	215518	487756
6129	215552	487718
6130	215586	487680
6131	215621	487644
6132	215652	487600
6133	215687	487564
6134	215717	487518
6135	215747	487471
6136	215779	487428
6137	215811	487385
6138	215846	487351
6139	215879	487310
6140	215913	487274
6141	215946	487233
6142	215979	487192
6143	216013	487155
6144	216044	487110
6145	216078	487072
6146	216108	487027
6147	216142	486987
6148	216174	486946
6149	216211	486914
6150	216242	486869
6151	216271	486821
6152	216311	486796
6153	216343	486754
6154	216374	486711
6155	216406	486669
6156	216439	486627
6157	216471	486586
6158	216502	486542
6159	216539	486510
6160	216570	486465
6161	216598	486416
6162	216629	486371
6163	216664	486335
6164	216695	486291
6165	216728	486251
6166	216763	486215
6167	216793	486168
6168	216824	486125
6169	216856	486082
6170	216887	486036
6171	216931	486021
6172	216963	485979
6173	216996	485939
6174	217026	485894
6175	217059	485853
6176	217090	485809
6177	217121	485763
6178	217155	485727
6179	217187	485684
6180	217228	485662
6181	217260	485620
6182	217293	485579
6183	217325	485537
6184	217356	485494
6185	217388	485452
6186	217423	485416
6187	217455	485375
6188	217488	485334
6189	217519	485290
6190	217552	485250
6191	217583	485205
6192	217613	485158
6193	217645	485117
6194	217682	485086
6195	217718	485053
6196	217748	485005
6197	217781	484965
6198	217813	484923
6199	217843	484876
6200	217877	484839
6201	217913	484806
6202	217943	484760
6203	217978	484723
6204	218008	484678
6205	218042	484641
6206	218072	484593
6207	218103	484549
6208	218144	484527
6209	218175	484482
6210	218206	484438
6211	218240	484401
6212	218272	484359
6213	218304	484316
6214	218335	484272
6215	218368	484233
6216	218400	484190
6217	218432	484149
6218	218464	484107
6219	218494	484059
6220	218527	484020
6221	218559	483978
6222	218575	483901
6223	218614	483874
6224	218646	483832
6225	218676	483784
6226	218710	483749
6227	218742	483705
6228	218772	483660
6229	218807	483624
6230	218841	483585
6231	218872	483542
6232	218904	483499
6233	218936	483458
6234	218967	483413
6235	219006	483388
6236	219039	483347
6237	219071	483305
6238	219101	483258
6239	219133	483217
6240	219168	483182
6241	219210	483161
6242	219252	483141
6243	219290	483112
6244	219381	483200
6245	219414	483160
6246	219446	483120
6247	219477	483074
6248	219507	483028
6249	219537	482983
6250	219569	482940
6251	219601	482898
6252	219635	482860
6253	219667	482819
6254	219698	482775
6255	219730	482733
6256	219763	482693
6257	219793	482647
6258	219828	482610
6259	219860	482570
6260	219901	482548
6261	219931	482501
6262	219962	482456
6263	219991	482408
6264	220023	482365
6265	220053	482319
6266	220086	482280
6267	220120	482241
6268	220152	482200
6269	220184	482159
6270	220215	482113
6271	220244	482064
6272	220276	482022
6273	220308	481982
6274	220345	481949
6275	220377	481908
6276	220407	481862
6277	220437	481816
6278	220467	481770
6279	220498	481726
6280	220530	481683
6281	220563	481643
6282	220594	481600
6283	220625	481556
6284	220657	481514
6285	220688	481470
6286	220726	481440
6287	220759	481401
6288	220795	481369
6289	220833	481339
6290	220864	481295
6291	220895	481251
6292	220928	481212
6293	220960	481170
6294	220992	481129
6295	221025	481088
6296	221057	481046
6297	221088	481002
6298	221122	480964
6299	221153	480921
6300	221185	480879
6301	221223	480851
6302	221255	480808
